Review Title,Review Text
Terrific purchase,First of all I'm reviewing this After one month Usage.Pros:-Performance is perfect as it is good on running Heavier Games With Higher Graphics and it's where SD860 Comes in.-That 120Hz display works Superfine.-Quicker Charging Than I expected (0-100 in approximately 1hr 20mins).-Battery is Really Fine as it Lasts For almost 2days with soft usage. And Capable of running Games for almost 7-8hrs straight.-Many Complain that MIUI is Heavy But in my Point it have it's Own advantages like com...
Good choice,Good mobile but i need more features like battery and camera .....im not satisfy with other mobile i like more this mobile thank you ... Game purpose blindly take it
Terrific purchase,"Amazing phone! Bought it a month ago so I would like to mention some pros n cons in my povCONS1. Biggest con is the inbuilt phone app, which can only record selected calls or all unsaved numbers. That's not the problem it also gives invoice notification in call that ""your call is now being recorded"".2. Phone heats up a little much more around 43° during charging.3. MIUI software issues like sometimes you need to tap 2 to 3 times to open the menu.4. No handsfree call recieving option in g..."
Awesome,Best gaming phoneIt gives better performance than rog 3I tried rog 3 six months and i will recommend you all to buyPoco x3 pro
Good,"The backcover of the phone is vibrating when media and music you play. The UI is not very good, when you want to move any app to home screen, the app not move properly only it copied to your home screen and the result is you see two app in home and app screen, unnecessarily the app occupied your  screen in two places.But the order has been delivered within 24 hour amazingly, thank you flipkart for your fastest delivery."
Just okay,Display is very nice and 120hz is smooth and sharp .battery is good for one day usage.processor is very beast .but camera is average .overall review is good for gamers .....to is too heavy
Fair,860 sd work great Camara is normalDisplay ips not good compare redmi 8 proBack are vibration📳📳 so much when music is loud.
Brilliant,super iam full satisfied because iam iphone user but this phone speed is same as iphone . under 20 k snap dragon 865 proccer is excellent
Slightly disappointed,Friends if you are selfie lover pl dont buy this model. Front camera is not good. It is not 20 mp. Very poor performance of front camera and it is without flash. Battery is good who using mobile for normal use. I am not gamer so can't comment on this point. Back camera is also ok ok. I am having note 5 pro and I found note 5 pro camera was much better than poco x3. Rest function are much similar to old model. But I have purchased ist time poco series model and really disappointed. Displa...
Unsatisfactory,Camera in not good 33 wat fast charger is not working and  Android 11 and mi ui is not good and (ads) coming so many ads its not poco phone its a Google ads phone dont veast money
Terrific purchase,Guys  believe  me this phone  is a beast .Maximum  Youtubers  say miui is full bugsAnd there are  bugs but for low performance devices butNot for this beast About  camera .....Some say poco x3 pro camera  is not goodDude  it is Sony imx 582  sensor  same as mi 11xAnd there are lots of AI which makes  camera better Gaming... Its runs BGMI smoothly  constant 60 fpsSmooth 60fpsHDR        60fpsSame graphics  settings  as iPhone......Performance......I have done  a speed  test  w...
Wonderful,mobile is very good it is worth the money camera is also very good May not play the game otherwise its processor is a plus point for me
Terrific,"Amazing phone thank you flipkart for fast delivery value for money. Camera is just wow, awesome and fabulous. 😊😊😊😊😊😊😊"
Very Good,"I have Poco X2 and Poco X3 pro now...but still battery is an issue with both mobiles...even with 60hz setting and turning off battery consuming settings, i am still not able to get full day without charge.. Charging in morning 7-8 am but battery gets drained out by 6-7 pm.. barely 12 hours of use.. and also in non usage time or standby time, battery is draining fast..The only time battery gets improved is to keep battery saver ON everytime and then you will be able to get 1 and half days of ..."
Good choice,Good mobile but i need more features like battery and camera .....im not satisfy with other mobile i like more this mobile thank you ... Game purpose blindly take it
Terrific purchase,"Amazing phone! Bought it a month ago so I would like to mention some pros n cons in my povCONS1. Biggest con is the inbuilt phone app, which can only record selected calls or all unsaved numbers. That's not the problem it also gives invoice notification in call that ""your call is now being recorded"".2. Phone heats up a little much more around 43° during charging.3. MIUI software issues like sometimes you need to tap 2 to 3 times to open the menu.4. No handsfree call recieving option in g..."
Perfect product!,Okay i'll first say this its a beast in performance.Pros× Excellent battery Life× Excellent Gaming× Good Speakers× Good call quality× Sd860 gives you all the freedom for custom roms in the future× pre applied scree guard× Charging is also very good× No noticable Network issues× Storage is plenty 110/128× No noticable heating issuesCons× Screen is Average× Camera is Okayish but 48mp is not a gimmickFront camera is also okay× UI is kinda sluggish and came with lot of bloatware...
Just wow!,Superb phone Camera quality is good... Very nice phone Game best wala phone And most powerful phone Snapdragon 860 g most powerful Game turbo unbelievable👍👍👍
Best in the market!,"Excellent performance, Excellent stereo sound experience,  Excellent smartphone for gaming and hard user's . Total poisa usul ...Cons.IPS display not Super Amoled .Just one problem and if you considered it then you got a BEST smartphone with SD-860 processor"
Hated it!,"DON'T BUY THIS DEVICE!! I can explain why... I bought this device 1 year ago and I was satisfied with the performance till few weeks back and then comes the software update 12.5.6.I dont even know what happened with the device ; it became dead without any single external damage.And now all my data are gone and when I approached Service centre, they says that replacement of this device with Mi Note 10 pro is not possible as the warrenty expired. But the fault is not on my side; its on the comp..."
